"","Record","Sale_amount","Sale_date","Beds","Baths","Sqft_home","Sqft_lot","Type","Build_year","Town","University","Type2"
"1610",1610,240000,42458,4,2.5,3378,7819,3,2005,8,8,3
"1611",1611,241500,42485,4,3,2006,10428,3,2007,8,8,3
"1612",1612,246000,42527,5,4,3174,7801,3,2006,8,8,3
"1613",1613,155000,42478,3,3,1673,1359,3,2003,8,8,3
"1614",1614,137500,42445,2,1,1920,25264.8,3,1959,8,8,3
"1615",1615,152000,42461,3,2,1338,4469,3,2007,8,8,3
"1616",1616,215000,42516,3,2,3180,5519,3,2006,8,8,3
"1617",1617,179900,42545,3,3,2402,4518,3,2005,8,8,3
"1618",1618,184990,42558,4,3,2139,5500,3,2008,8,8,3
"1619",1619,135000,42501,4,3,1962,2639,3,2007,8,8,3
"1620",1620,322000,42439,4,3,4560,11761.2,3,2005,8,8,3
"1621",1621,296000,42500,4,2.5,2464,15246,3,2007,8,8,3
"1622",1622,280000,42486,4,3.5,3465,10201,3,2007,8,8,3
"1623",1623,311000,42447,4,3,3448,22651.2,3,1995,8,8,3
"1624",1624,309000,42481,4,4,3626,15681.6,3,2009,8,8,3
"1625",1625,213333,42445,3,4,3154,4116,3,2009,8,8,3
"1626",1626,260000,42508,3,2,3656,10800,3,2008,8,8,3
"1627",1627,270000,42501,4,4,2994,5105,3,2008,8,8,3
"1628",1628,540000,42454,4,5,5992,77972.4,3,2012,8,8,3
"1629",1629,310000,42566,4,3.5,5516,46173.6,3,1996,8,8,3
"1630",1630,272000,42522,4,4,3286,10440,3,2009,8,8,3
"1631",1631,309900,42521,5,5,3790,13939.2,3,2007,8,8,3
"1632",1632,326000,42431,5,3.5,3713,13068,3,2005,8,8,3
"1633",1633,232000,42447,5,3,3690,10201,3,2002,8,8,3
"1634",1634,974500,42508,5,5,5618,52707.6,3,2006,8,8,3
"1635",1635,182000,42517,3,2,2318,91476,3,1956,8,8,3
"1636",1636,161500,42523,2,2,1175,7475,3,2009,8,8,3
"1637",1637,342500,42562,4,4,3000,22651.2,3,1990,8,8,3
"1638",1638,134500,42447,4,2.5,2594,36590.4,3,1977,8,8,3
"1639",1639,151000,42478,4,2.5,1807,22651.2,3,1975,8,8,3
"1640",1640,230000,42501,3,2.5,2294,14374.8,3,1994,8,8,3
"1641",1641,157050,42537,2,2,1266,5501,3,2009,8,8,3
"1642",1642,160000,42489,3,3,2076,5985,3,2009,8,8,3
"1643",1643,318000,42515,4,3,3882,12632.4,3,2009,8,8,3
"1644",1644,230000,42450,3,3,3780,5401,3,2010,8,8,3
"1645",1645,475000,42453,5,4.5,4199,26571.6,3,2009,8,8,3
"1646",1646,282000,42445,5,3.5,3280,17859.6,3,2010,8,8,3
"1647",1647,258500,42496,4,4,2605,8838,3,2010,8,8,3
"1648",1648,228000,42482,3,2,3488,12196.8,3,2011,8,8,3
"1649",1649,380000,42506,5,3.5,3350,10319,3,2010,8,8,3
"1650",1650,238000,42479,4,2.5,2024,9448,3,2010,8,8,3
"1651",1651,226500,42503,4,2.5,3060,7148,3,2011,8,8,3
"1652",1652,285000,42473,4,4,2848,212137.2,3,1991,8,8,3
"1653",1653,192000,42466,3,3,2506,7370,3,2009,8,8,3
"1654",1654,118000,42479,3,1,1104,33105.6,3,1963,8,8,3
"1655",1655,269000,42474,5,4,3056,9382,3,2009,8,8,3
"1656",1656,430000,42503,5,3,3679,11325.6,3,2012,8,8,3
"1657",1657,444000,42521,4,3.5,4412,9600,3,2013,8,8,3
"1658",1658,225500,42507,4,2.5,3152,8319,3,2012,8,8,3
"1659",1659,407000,42460,5,3.5,4083,14810.4,3,2013,8,8,3
"1660",1660,7e+05,42450,5,3.5,3545,9840,3,2016,8,8,3
"1661",1661,349500,42499,5,3.5,3641,10319,3,2016,8,8,3
"1662",1662,325000,42480,4,3,3490,10349,3,2015,8,8,3
"1663",1663,187000,42521,3,2,2578,32670,3,1976,8,8,3
"1664",1664,273500,42426,4,3.5,2823,9600,3,2016,8,8,3
"1665",1665,322500,42454,5,3.5,3183,9840,3,2016,8,8,3
"1666",1666,327500,42467,4,3,3550,11761.2,3,2016,8,8,3
"1667",1667,355000,42496,6,4,4235,11325.6,3,2015,8,8,3
"1668",1668,287000,42480,4,2.5,3538,26136,3,2008,8,8,3
"1669",1669,135000,42503,3,2.5,1500,2024,3,2010,8,8,3
"1670",1670,242000,42529,4,2.5,2104,6098,3,2015,8,8,3
"1671",1671,155000,42495,4,1,1125,55321.2,3,1945,8,8,3
"1672",1672,278100,42507,5,3.5,3321,9744,3,2015,8,8,3
"1673",1673,254900,42506,4,3,2203,7405,3,2015,8,8,3
"1674",1674,180000,42474,4,2,2460,5244,3,2008,8,8,3
"1675",1675,499000,42443,5,4.5,4577,16988.4,3,2015,8,8,3
"1676",1676,262250,42543,3,3,3662,12196.8,3,2012,8,8,3
"1677",1677,234000,42432,4,2.5,2114,7590,3,2015,8,8,3
"1678",1678,122500,42481,3,2.5,2178,4296,3,2008,8,8,3
"1679",1679,122900,42439,2,2,1606,4251,3,1940,8,8,3
"1680",1680,176900,42459,2,2,1225,7370,3,2016,8,8,3
"1681",1681,475000,42510,5,4.5,4450,13503.6,3,2013,8,8,3
"1682",1682,202500,42545,4,3,2227,9513,3,2000,8,8,3
"1683",1683,2e+05,42428,4,3.5,2518,8803,3,2008,8,8,3
"1684",1684,190000,42566,4,2.5,1888,74052,3,1979,9,9,3
"1685",1685,80200,42478,3,1,912,95396.4,3,1979,9,9,3
"1686",1686,924900,42428,4,5,8008,184258.8,3,1992,9,9,3
"1687",1687,175000,42457,4,3.5,3294,73616.4,3,1961,9,9,3
"1688",1688,96900,42461,5,2,1248,28314,3,1952,9,9,3
"1689",1689,112300,42529,2,1,840,43560,3,1940,9,9,3
"1690",1690,232000,42521,3,3,2488,17859.6,3,1994,9,9,3
"1691",1691,183500,42524,5,3,2528,12632.4,3,1964,9,9,3
"1692",1692,226500,42557,4,3,2222,9147,3,1989,9,9,3
"1693",1693,150000,42551,3,1.5,1600,9147,3,1965,9,9,3
"1694",1694,158000,42545,4,3,1724,14374.8,3,1976,9,9,3
"1695",1695,175000,42449,4,3,3007,34412.4,3,1985,9,9,3
"1696",1696,145000,42428,3,2.5,1814,6534,3,2000,9,9,3
"1697",1697,182900,42536,3,2.5,1962,13503.6,3,2003,9,9,3
"1698",1698,118000,42521,4,1,1404,43560,3,1962,9,9,3
"1699",1699,81000,42459,2,1,872,13939.2,3,1949,9,9,3
"1700",1700,335000,42517,4,3,2626,12196.8,3,1998,9,9,3
"1701",1701,324777,42507,3,3,2648,7840,3,1999,9,9,3
"1702",1702,295000,42432,4,2.5,2935,11325.6,3,1967,9,9,3
"1703",1703,157000,42537,3,4,1980,8712,3,1999,9,9,3
"1704",1704,276000,42538,4,4,2760,14810.4,3,1967,9,9,3
"1705",1705,74500,42524,2,1,768,27007.2,3,1950,9,9,3
"1706",1706,235910,42521,4,3,2276,14810.4,3,1957,9,9,3
"1707",1707,102000,42557,2,1,1071,7840,3,1965,9,9,3
"1708",1708,211000,42545,4,3,2524,11761.2,3,1976,9,9,3
"1709",1709,192500,42524,3,2,1500,11761.2,3,1978,9,9,3
"1710",1710,123900,42550,3,2,2064,22651.2,3,1960,9,9,3
"1711",1711,590000,42501,4,4,4496,33976.8,3,1996,9,9,3
"1712",1712,355000,42541,5,4,3792,9583,3,2003,9,9,3
"1713",1713,372000,42481,4,3,3108,10454,3,2003,9,9,3
"1714",1714,275000,42528,5,2.5,3016,7840,3,1916,9,9,3
"1715",1715,230000,42524,3,2,1660,14810.4,3,1965,9,9,3
"1716",1716,2e+05,42439,2,1,1150,9583,3,1950,9,9,3
"1717",1717,305000,42535,4,2,2353,9583,3,1945,9,9,3
"1718",1718,295000,42531,4,3,3236,10193,3,1968,9,9,3
"1719",1719,412500,42474,5,4,3251,9583,3,2004,9,9,3
"1720",1720,385000,42517,5,4,4196,13939.2,3,2005,9,9,3
"1721",1721,240000,42506,3,2,1880,18730.8,3,1956,9,9,3
"1722",1722,240000,42475,4,3,2231,10454,3,1995,9,9,3
"1723",1723,215000,42459,4,3,2204,13503.6,3,1973,9,9,3
"1724",1724,104340,42466,2,1.5,914,6969,3,1920,9,9,3
"1725",1725,455000,42522,4,4,4550,22651.2,3,1991,9,9,3
"1726",1726,120000,42441,3,2,1828,10890,3,1939,9,9,3
"1727",1727,87000,42503,3,1,1759,392040,3,1972,9,9,3
"1728",1728,125500,42481,3,2,1090,8712,3,1965,9,9,3
"1729",1729,133500,42543,3,2,1130,10018,3,1989,9,9,3
"1730",1730,239000,42524,4,3,2754,217800,3,1979,9,9,3
"1731",1731,118500,42443,3,1.5,1204,10123,3,1966,9,9,3
"1732",1732,125000,42535,3,2,1156,13068,3,1989,9,9,3
"1733",1733,164900,42522,4,2.5,1980,13503.6,3,2002,9,9,3
"1734",1734,77800,42428,3,1.5,1535,9147,3,1965,9,9,3
"1735",1735,190000,42566,5,2,2294,36590.4,3,1956,9,9,3
"1736",1736,105000,42515,3,2,1064,29185.2,3,1971,9,9,3
"1737",1737,70000,42439,3,2.5,1874,21344.4,3,1995,9,9,3
"1738",1738,130000,42472,3,3,1605,15681.6,3,1985,9,9,3
"1739",1739,122000,42542,5,2,2688,19602,3,1974,9,9,3
"1740",1740,197900,42443,4,2,1754,70131.6,3,1981,9,9,3
"1741",1741,167500,42482,3,2.5,1662,9583,3,2004,9,9,3
"1742",1742,202000,42496,4,2.5,2120,9583,3,2003,9,9,3
"1743",1743,198500,42559,4,3,2083,10018,3,1997,9,9,3
"1744",1744,260000,42475,5,3,2728,216928.8,3,1976,9,9,3
"1745",1745,150000,42537,3,2,1605,10018,3,1989,9,9,3
"1746",1746,72450,42516,3,1.5,1008,15246,3,1973,9,9,3
"1747",1747,123000,42531,2,2,1392,152460,3,1950,9,9,3
"1748",1748,152000,42494,3,2,1335,23958,3,2002,9,9,3
"1749",1749,155000,42545,3,2,1335,17859.6,3,2002,9,9,3
"1750",1750,385000,42446,5,5,3944,135036,3,2007,9,9,3
"1751",1751,80250,42446,4,1.5,1150,7405,3,2002,9,9,3
"1752",1752,450000,42461,4,4,5300,73616.4,3,2006,9,9,3
"1753",1753,122000,42498,5,3,1846,12632.4,1,1950,9,9,1
"1754",1754,222000,42524,3,2,1858,13068,3,1994,9,9,3
"1755",1755,320500,42489,3,3,2004,7840,3,1899,9,9,3
"1756",1756,242000,42435,3,3,2586,3049,1,1929,9,9,1
"1757",1757,305000,42531,5,5,3894,36154.8,3,1996,9,9,3
"1758",1758,147000,42529,3,3,1854,7841,3,1996,9,9,3
"1759",1759,485000,42521,5,4,5074,14810.4,3,2004,9,9,3
"1760",1760,164500,42524,6,4,2666,9583,3,1994,9,9,3
"1761",1761,394300,42489,5,3.5,4102,8276,3,2005,9,9,3
"1762",1762,3e+05,42455,3,2,2143,11325.6,3,2007,9,9,3
"1763",1763,120000,42475,3,2,880,7405,3,1930,9,9,3
"1764",1764,247500,42516,3,3.5,2584,13503.6,3,1993,9,9,3
"1765",1765,158000,42479,3,2,1777,11761.2,3,2002,9,9,3
"1766",1766,62000,42454,3,1,1080,13068,3,1959,9,9,3
"1767",1767,229000,42559,3,2,2400,39639.6,3,1865,9,9,3
"1768",1768,560000,42551,4,4,4211,56628,3,2009,9,9,3
"1769",1769,192500,42471,3,2,1760,10454,3,2001,9,9,3
"1770",1770,179900,42552,4,2.5,1658,9583,3,2004,9,9,3
"1771",1771,227000,42556,3,2,2265,7841,3,2007,9,9,3
"1772",1772,260000,42540,4,3,2944,22651.2,3,2007,9,9,3
"1773",1773,210500,42524,3,2,1702,6534,3,1899,9,9,3
"1774",1774,210000,42542,3,3,2120,10454,3,2007,9,9,3
"1775",1775,320000,42545,3,3,2251,5227,3,2007,9,9,3
"1776",1776,475000,42530,4,5,3921,10890,3,2006,9,9,3
"1777",1777,415000,42537,5,4,5760,22651.2,3,1989,9,9,3
"1778",1778,302500,42457,4,2.5,2186,9583,3,2004,9,9,3
"1779",1779,208000,42545,4,2.5,2486,6098,3,2007,9,9,3
"1780",1780,205000,42524,3,3,2268,10890,3,2008,9,9,3
"1781",1781,129000,42536,2,1,900,8712,3,1956,9,9,3
"1782",1782,142500,42527,3,2,1344,7405,3,1997,9,9,3
"1783",1783,112000,42451,3,3,1614,114998.4,3,1966,9,9,3
"1784",1784,134900,42450,2,1,1332,63162,3,1927,9,9,3
"1785",1785,219000,42495,5,3,2600,11325.6,3,1969,9,9,3
"1786",1786,275000,42521,4,4,2124,78843.6,3,2011,9,9,3
"1787",1787,273900,42522,3,2,2150,16988.4,3,2011,9,9,3
"1788",1788,335000,42528,4,4,3000,10890,3,1997,9,9,3
"1789",1789,4e+05,42528,3,2,2282,13068,3,2010,9,9,3
"1790",1790,533846,42451,4,4,4447,6534,3,2016,9,9,3
"1791",1791,329000,42516,4,4,3394,9147,3,2015,9,9,3
"1792",1792,281500,42429,4,3,3272,8712,3,2015,9,9,3
"1793",1793,455000,42541,4,4,2516,52272,3,2010,9,9,3
"1794",1794,115000,42478,3,2,1272,13068,3,1997,9,9,3
"1795",1795,330000,42439,3,2,2131,20908.8,3,2015,9,9,3
"1796",1796,350000,42509,3,4,3008,217800,3,2011,9,9,3
"1797",1797,215000,42560,2,3,1802,653400,3,2005,9,9,3
"1798",1798,420000,42540,3,3,2500,10890,3,2016,9,9,3
"1799",1799,330000,42478,4,3.5,2459,4356,3,2011,9,9,3
"1800",1800,378000,42486,5,3.5,3532,10454,3,1995,9,9,3
"1801",1801,410000,42540,3,3,2622,8712,3,2015,9,9,3
"1802",1802,440000,42520,4,3,2740,9147,3,2016,9,9,3
"1803",1803,2445000,42543,5,5,6264,9147,3,2007,10,26,3
"1804",1804,1125000,42479,2,2,1800,1742,3,1915,10,26,3
"1805",1805,1750000,42522,4,4,2480,4356,3,1900,10,26,3
"1806",1806,1469000,42522,3,3,2260,8655,3,2010,10,26,3
"1807",1807,985000,42488,3,2,1308,7676,3,1955,10,26,3
"1808",1808,7e+05,42515,4,2,5371,23958,3,1915,10,26,3
"1809",1809,715000,42482,4,2,2000,7513,3,1957,10,26,3
"1810",1810,1435000,42492,6,5,5132,7984,3,2007,10,26,3
"1811",1811,675000,42503,2,2,1320,25700.4,3,1957,10,26,3
"1812",1812,863000,42499,5,2,2286,8537,3,1966,10,26,3
"1813",1813,3950000,42486,4,7,6073,13503.6,3,2016,10,26,3
"1814",1814,1e+06,42509,4,2,1725,6075,3,1950,10,26,3
"1815",1815,7e+05,42492,4,3,2125,16552.8,3,1964,10,26,3
"1816",1816,863000,42524,5,5,3624,6969,3,1959,10,26,3
"1817",1817,640000,42558,3,1,1323,7370,3,1958,10,26,3
"1818",1818,1355000,42548,4,3,2324,12632.4,3,1966,10,26,3
"1819",1819,1450000,42522,4,3.5,3497,7405,3,1933,10,26,3
"1820",1820,1276000,42524,2,2,1985,4604,3,1972,10,26,3
"1821",1821,730000,42492,3,2,1160,7840,3,1957,10,26,3
"1822",1822,693000,42499,3,2,2408,6926,3,1958,10,26,3
"1823",1823,1550000,42501,3,3,2874,17424,3,1966,10,26,3
"1824",1824,1500000,42523,9,4,3568,7149,1,1905,10,26,1
"1825",1825,1275000,42535,4,2,2298,6969,3,1940,10,26,3
"1826",1826,1375000,42548,4,4,4208,6272,3,2003,10,26,3
"1827",1827,925000,42508,3,3,2320,6190,3,1947,10,26,3
"1828",1828,874000,42516,2,2,2054,5662,3,1947,10,26,3
"1829",1829,1975000,42551,4,5,5118,7597,3,1956,10,26,3
"1830",1830,637000,42521,3,1,1353,7405,3,1958,10,26,3
"1831",1831,663500,42514,3,3,2408,7056,3,1962,10,26,3
"1832",1832,890000,42495,4,3,2365,10890,3,1981,10,26,3
"1833",1833,1172000,42538,4,3,2750,10829,3,1956,10,26,3
"1834",1834,1525000,42482,3,2,2701,10217,3,1895,10,26,3
"1835",1835,1825000,42500,4,3,3635,15246,3,1951,10,26,3
"1836",1836,687500,42513,4,2,2566,6534,3,1924,10,26,3
"1837",1837,1400000,42493,4,4,4328,7405,3,1950,10,26,3
"1838",1838,1500000,42496,4,3,3716,9147,3,1922,10,26,3
"1839",1839,2500000,42536,5,6,5309,11761.2,3,2008,10,26,3
"1840",1840,795000,42529,3,2,1169,6290,3,1951,10,26,3
"1841",1841,875000,42481,5,3,1696,6098,3,1900,10,26,3
"1842",1842,965000,42542,3,3,2695,9147,3,1955,10,26,3
"1843",1843,1787500,42510,6,7,5622,19166.4,3,1991,10,26,3
"1844",1844,1500000,42551,3,2,2215,5680,3,1911,10,26,3
"1845",1845,1330000,42524,4,4,2960,8764,3,1968,10,26,3
"1846",1846,948500,42517,3,2,2554,7405,3,1960,10,26,3
"1847",1847,882250,42529,6,3,2574,7242,1,1955,10,26,1
"1848",1848,625000,42531,3,2,1408,3711,3,1972,10,26,3
"1849",1849,2560000,42541,5,2.5,3058,7231,3,1907,10,26,3
"1850",1850,585000,42562,2,2,1434,6774,3,1950,10,26,3
"1851",1851,2170000,42523,5,5,4820,18295.2,3,1966,10,26,3
"1852",1852,1025000,42538,3,2,2183,6438,3,1940,10,26,3
"1853",1853,808000,42508,3,1,1608,3679,3,1923,10,26,3
"1854",1854,1125000,42527,3,1,2152,17859.6,3,1949,10,26,3
"1855",1855,6e+05,42503,3,1,1236,6639,3,1954,10,26,3
"1856",1856,1600000,42538,4,3,2548,6534,3,2012,10,26,3
"1857",1857,850000,42509,5,3,2555,7039,3,1955,10,26,3
"1858",1858,2100000,42482,4,5,4382,13068,3,1904,10,26,3
"1859",1859,798000,42550,4,3,2400,10404,3,1962,10,26,3
"1860",1860,1151000,42487,3,2,2286,10454,3,1954,10,26,3
"1861",1861,1395000,42502,6,3,1786,7331,3,1895,10,26,3
"1862",1862,850000,42482,3,2,1725,5227,3,1900,10,26,3
"1863",1863,915000,42528,3,2,1684,6725,3,1954,10,26,3
"1864",1864,1265000,42522,3,2.5,2809,6317,3,1909,10,26,3
"1865",1865,2375000,42493,4,4,4224,12632.4,3,2014,10,26,3
"1866",1866,835000,42536,4,2,1462,6969,3,1960,10,26,3
"1867",1867,2060000,42559,4,5,4766,6098,3,2007,10,26,3
"1868",1868,1786000,42499,4,5,5554,9914,3,2008,10,26,3
"1869",1869,3250000,42538,6,6,4987,10632,3,2015,10,26,3
"1870",1870,2294000,42542,4,3.75,4013,6345,3,1940,10,26,3
"1871",1871,976000,42544,5,3,2656,23086.8,3,1964,10,26,3
"1872",1872,536700,42528,3,2,1008,7840,3,1966,10,26,3
"1873",1873,610000,42494,3,2,2001,7139,3,1960,10,26,3
"1874",1874,983140,42543,5,4,3254,7636,3,1964,10,26,3
"1875",1875,785000,42558,3,2,2840,7518,3,1964,10,26,3
"1876",1876,1500000,42493,4,4,3846,8712,3,1968,10,26,3
"1877",1877,789000,42535,4,3,2496,8276,3,1966,10,26,3
"1878",1878,656000,42529,4,2,2408,6969,3,1956,10,26,3
"1879",1879,1015000,42479,4,4,2535,8997,3,1972,10,26,3
"1880",1880,610000,42548,4,2,1304,7314,3,1967,10,26,3
"1881",1881,827350,42501,4,3.25,2500,7475,3,1968,10,26,3
"1882",1882,585000,42487,5,3,2177,9317,3,1964,10,26,3
"1883",1883,930000,42496,5,3,2750,6660,3,1964,10,26,3
"1884",1884,925000,42544,5,4,3007,7405,3,1959,10,26,3
"1885",1885,1318010,42517,4,4,3146,18295.2,3,1973,10,26,3
"1886",1886,615000,42509,5,4,3500,11761.2,3,1970,10,26,3
"1887",1887,841000,42558,4,3,2368,7405,3,1970,10,26,3
"1888",1888,763750,42521,4,2,1850,7126,3,1967,10,26,3
"1889",1889,1650000,42552,6,4,4730,12632.4,3,1976,10,26,3
"1890",1890,960000,42493,4,3,2408,8180,3,1972,10,26,3
"1891",1891,685000,42496,4,2,1790,7849,3,1966,10,26,3
"1892",1892,1189000,42493,5,4,3884,15681.6,3,1969,10,26,3
"1893",1893,710000,42513,5,4,2726,8719,3,1970,10,26,3
"1894",1894,880000,42527,4,4,2600,7453,3,1967,10,26,3
"1895",1895,675000,42496,4,3,2139,6969,3,1957,10,26,3
"1896",1896,630000,42480,5,3,2230,9583,3,1965,10,26,3
"1897",1897,865000,42496,4,3,1800,7840,3,1967,10,26,3
"1898",1898,66900,42501,3,2,1734,7010,3,1963,10,26,3
"1899",1899,712950,42492,4,2,1730,6783,3,1964,10,26,3
"1900",1900,634500,42528,3,2,1400,6969,3,1975,10,26,3
"1901",1901,695000,42550,4,1.5,1762,7405,3,1965,10,26,3
"1902",1902,770000,42479,3,2,1688,7065,3,1966,10,26,3
"1903",1903,802100,42500,4,2.5,2069,7840,3,1966,10,26,3
"1904",1904,1547864,42551,5,4,3158,11325.6,3,1966,10,26,3
"1905",1905,594000,42534,3,1,1040,7146,3,1955,10,26,3
"1906",1906,595000,42499,4,2.5,1900,130680,3,1960,10,26,3
"1907",1907,775000,42551,5,2,2132,7759,3,1964,10,26,3
"1908",1908,825000,42480,4,3,2800,6989,3,1966,10,26,3
"1909",1909,799000,42550,4,3,2362,8237,3,1970,10,26,3
"1910",1910,580000,42537,3,2,1400,7405,3,1956,10,26,3
"1911",1911,750500,42494,4,2,1796,6969,3,1964,10,26,3
"1912",1912,634500,42528,3,1.5,1426,7913,3,1961,10,26,3
"1913",1913,695000,42536,5,3,1848,7785,1,1963,10,26,1
"1914",1914,665500,42508,3,2,2052,6969,3,1964,10,26,3
"1915",1915,859000,42506,6,4,2889,10454,3,1968,10,26,3
"1916",1916,515000,42495,4,2,1500,6969,3,1960,10,26,3
"1917",1917,953000,42508,3,2,1756,10890,3,1975,10,26,3
"1918",1918,540000,42552,3,2,1287,9583,3,1964,10,26,3
"1919",1919,751000,42480,4,3,2050,7365,3,1963,10,26,3
"1920",1920,535100,42489,4,2,1304,7287,3,1968,10,26,3
"1921",1921,5e+05,42514,3,2,1026,12196.8,3,1962,10,26,3
"1922",1922,1097945,42537,4,4,2268,6911,3,1963,10,26,3
"1923",1923,595000,42507,5,2.5,2112,7405,3,1959,10,26,3
"1924",1924,535000,42507,2,2,1303,1910,3,1976,10,26,3
"1925",1925,799000,42523,5,3,3915,7932,3,1966,10,26,3
"1926",1926,707500,42480,3,2,1689,14374.8,3,1960,10,26,3
"1927",1927,985000,42528,4,3,3776,13939.2,3,1971,10,26,3
"1928",1928,550000,42521,4,2,2220,10890,3,1966,10,26,3
"1929",1929,750000,42545,4,3,2676,8276,3,1965,10,26,3
"1930",1930,730000,42535,3,3,2796,10018,3,1972,10,26,3
"1931",1931,751007,42480,4,3,2853,8276,3,1965,10,26,3
"1932",1932,1199000,42527,5,4,3740,14374.8,3,1966,10,26,3
"1933",1933,889600,42524,5,4,4189,110642.4,3,1991,10,26,3
"1934",1934,851330,42537,4,3,3139,53578.8,3,1971,10,26,3
"1935",1935,492000,42517,3,3,2888,48787.2,3,2002,10,26,3
"1936",1936,1100000,42529,3,3,4259,74052,3,1975,10,26,3
"1937",1937,1635000,42516,3,4,5584,302742,3,1980,10,26,3
"1938",1938,1365000,42551,4,6,5935,95832,3,1988,10,26,3
"1939",1939,1225000,42542,4,4,3977,13503.6,3,1965,10,26,3
"1940",1940,875000,42480,5,4,4042,13939.2,3,1967,10,26,3
"1941",1941,556000,42500,3,2,2344,43560,3,1960,10,26,3
"1942",1942,211938,42487,1,1,632,22651.2,3,1954,10,26,3
"1943",1943,996300,42479,4,2,3299,42688.8,3,1978,10,26,3
"1944",1944,3069000,42528,3,2,3473,106286.4,3,1951,10,26,3
"1945",1945,1265000,42486,4,2,2344,41817.6,3,1963,10,26,3
"1946",1946,1349000,42479,3,2,1936,39639.6,3,1960,10,26,3
"1947",1947,1135000,42516,4,2.75,3346,17859.6,3,1950,10,26,3
"1948",1948,780000,42538,5,3,2016,7405,3,1952,10,26,3
"1949",1949,881800,42527,3,2,2622,9000,3,1954,10,26,3
"1950",1950,1350000,42507,5,6,7700,31363.2,3,1960,10,26,3
"1951",1951,1372500,42522,4,3,2107,30492,3,1957,10,26,3
"1952",1952,979000,42537,3,3,4207,60112.8,3,1985,10,26,3
"1953",1953,565000,42486,3,1,1561,135471.6,3,1965,10,26,3
"1954",1954,829000,42551,4,4,3288,113691.6,3,1991,10,26,3
"1955",1955,275772,42494,2,1,832,14810.4,3,1950,10,26,3
"1956",1956,882500,42529,3,2,2907,257875.2,3,1966,10,26,3
"1957",1957,1025250,42527,3,4,3664,1438351.2,3,1990,10,26,3
"1958",1958,705000,42507,2,2,2342,94089.6,3,1959,10,26,3
"1959",1959,472500,42495,3,2,1928,125452.8,3,1975,10,26,3
"1960",1960,1400000,42562,5,2.5,4692,43124.4,3,1964,10,26,3
"1961",1961,580125,42487,3,2,2615,37897.2,3,1970,10,26,3
"1962",1962,755545,42552,3,3,2598,128502,3,1972,10,26,3
"1963",1963,687000,42485,4,3,2640,67518,3,1972,10,26,3
"1964",1964,8e+05,42500,4,2,2897,22215.6,3,1966,10,26,3
"1965",1965,1150000,42551,4,4,3786,24829.2,3,1972,10,26,3
"1966",1966,2400000,42536,6,5,3418,18295.2,3,1967,10,26,3
"1967",1967,3100000,42542,4,4,4829,21780,3,1967,10,26,3
"1968",1968,1345000,42523,3,1.75,2859,47480.4,3,1971,10,26,3
"1969",1969,755000,42534,4,2,2452,45738,3,1959,10,26,3
"1970",1970,1011000,42487,4,2,3205,87555.6,3,1975,10,26,3
"1971",1971,973500,42510,4,4,3866,40075.2,3,1964,10,26,3
"1972",1972,988000,42517,4,3,3490,43995.6,3,1967,10,26,3
"1973",1973,1900000,42538,3,5,4634,48351.6,3,1955,10,26,3
"1974",1974,3250000,42521,3,2,1946,569764.8,3,1963,10,26,3
"1975",1975,625000,42499,3,2,1976,47480.4,3,1973,10,26,3
"1976",1976,650000,42522,3,2,2650,43124.4,3,1964,10,26,3
"1977",1977,6e+05,42538,5,4,3200,29620.8,3,1972,10,26,3
"1978",1978,540000,42508,3,2,1416,18730.8,3,1962,10,26,3
"1979",1979,620000,42531,5,2.5,2582,14810.4,3,1962,10,26,3
"1980",1980,875000,42508,4,4,3279,23522.4,3,1960,10,26,3
"1981",1981,820000,42485,5,3,3515,15246,3,1977,10,26,3
"1982",1982,675000,42537,4,3,2112,13939.2,3,1963,10,26,3
"1983",1983,8e+05,42478,4,2,2639,33976.8,3,1966,10,26,3
"1984",1984,679900,42487,3,2.75,2288,14810.4,3,1966,10,26,3
"1985",1985,570000,42545,4,3,3170,15246,3,1970,10,26,3
"1986",1986,1175000,42492,4,5,4542,15246,3,1970,10,26,3
"1987",1987,675000,42543,4,2.5,2484,21344.4,3,1972,10,26,3
"1988",1988,623000,42527,5,3,2824,10890,3,1967,10,26,3
"1989",1989,678000,42538,4,4,2830,13503.6,3,1969,10,26,3
"1990",1990,204000,42513,4,2,1700,9010,3,1972,10,26,3
"1991",1991,464000,42499,3,3,2627,8716,3,1969,10,26,3
"1992",1992,1350000,42534,5,5,6785,18730.8,3,1992,10,26,3
"1993",1993,570000,42493,4,4,2508,10341,3,1973,10,26,3
"1994",1994,645000,42499,4,2.5,2805,17859.6,3,1975,10,26,3
"1995",1995,5e+05,42530,3,2.25,1721,9131,3,1971,10,26,3
"1996",1996,440000,42524,3,1,1092,13939.2,3,1976,10,26,3
"1997",1997,9e+05,42514,4,6,5244,54014.4,3,1981,10,26,3
"1998",1998,5e+05,42542,4,2,2106,21780,3,1964,10,26,3
"1999",1999,565000,42528,5,2,3477,12632.4,3,1976,10,26,3
"2000",2000,265000,42524,4,3,2998,10890,3,1977,10,26,3
"2001",2001,425000,42521,4,2,2494,11325.6,3,1967,10,26,3
"2002",2002,522000,42502,4,2,2142,11325.6,3,1966,10,26,3
"2003",2003,1075000,42493,4,4.5,3539,30927.6,3,1981,10,26,3
